1874, 1
1929, 1
1952, 1
1980, 1
1982, 1
1983, 1
1986, 2
1988, 2
1989, 1
1990, 1
1992, 2
1993, 1
1994, 3
1995, 2
1996, 1
1997, 4
1998, 3
1999, 3
2000, 9
2001, 7
2002, 7
2003, 6
2004, 5
2005, 5
2006, 7
2007, 12
2008, 23
2009, 15
2010, 24
2011, 50
2012, 77
2013, 119
2014, 149
2015, 160
2016, 106
2017, 79
2018, 46
2019, 13
2020, 2
