Brightleaf, 1900, date, category, audience, model,"{" twitter_url": " https://twitter.com/brightleaf", " angellist_url": " https://angel.co/company/brightleaf-power-1", " main_url": " https://www.brightleaf.com/"}"
Caselinq, 1900,"{" twitter_url": " https://twitter.com/caselinq", " facebook_url": " https://angel.co/company/caselinq", " crunchbase_url": " https://startupschicago.net/", " angellist_url": " https://angel.co/company/caselinq", " linkedin_url": " https://www.linkedin.com/in/john-ellsworth-35a57371"}"
Chapter 11 Dockets, 1900, date, category, audience, model,"{" twitter_url": " https://twitter.com/chapter11cases/status/771398537800286208", " facebook_url": " https://www.chapter11dockets.com/", " angellist_url": " https://angel.co/company/restructuring-concepts", " main_url": " https://www.chapter11dockets.com/", " linkedin_url": " https://www.linkedin.com/company/restructuring-concepts-llc"}"
Claim Kit, 1900,"{" twitter_url": " https://help.twitter.com/en/rules-and-policies/enhanced-features-agreement", " facebook_url": " https://www.facebook.com/TheFreeWillKit/videos/click-to-claim-your-free-will-kit-now/2350468741861156/", " crunchbase_url": " https://www.crunchbase.com/organization/claimkit", " angellist_url": " https://angel.co/help", " linkedin_url": " https://www.linkedin.com/help/linkedin/answer/55962/claim-a-linkedin-listing-page?lang=en"}"
Cooley, 1900,"{" twitter_url": " https://twitter.com/CooleyLLP?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor", " crunchbase_url": " https://www.crunchbase.com/organization/cooley-llp", " angellist_url": " https://angel.co/company/cooley"}"
Corporize, 1900,"{" twitter_url": " https://twitter.com/corporatize", " facebook_url": " https://www.facebook.com/corporise/", " angellist_url": " https://startupbeat.com/featured-startup-pitch-corporize-id3608/9102/", " linkedin_url": " https://www.linkedin.com/company/corporise"}"
DISCO, 1900, date, category, audience, model,"{" twitter_url": " https://twitter.com/csdisco?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor", " angellist_url": " https://angel.co/company/thediscoapp", " main_url": " https://en.wikipedia.org/wiki/Disco"}"
DroidLaw, 1900,"{" twitter_url": " https://twitter.com/hashtag/droidlaw?src=hash", " facebook_url": " https://www.androidpit.com/droidlaw-your-android-attorney", " crunchbase_url": " https://www.crunchbase.com/organization/droidlaw", " angellist_url": " https://angel.co/company/droidlaw"}"
EasyDataMaps, 1900,"{" twitter_url": " https://twitter.com/easydatamaps?lang=en", " facebook_url": " https://angel.co/company/easydatamaps", " crunchbase_url": " https://www.crunchbase.com/organization/easydatamaps", " angellist_url": " https://angel.co/company/easydatamaps"}"
eBrevia, 1900,"{" twitter_url": " https://twitter.com/ebrevia?lang=en", " angellist_url": " https://angel.co/company/ebrevia-3"}"
experdocs, 1900,"{" twitter_url": " https://twitter.com/experdocs?lang=en", " facebook_url": " https://www.facebook.com/experdocs/", " crunchbase_url": " https://www.crunchbase.com/organization/experdocs", " angellist_url": " https://angel.co/company/archevos-experdocs", " linkedin_url": " https://www.linkedin.com/in/experdocs-software-261a4a11b"}"
