http://www.abelegal.com/	[['security', 1], ['information', 1]]
http://www.aftersteps.com	[['information', 7], ['media', 3], ['security', 2]]
https://www.aipatents.com	[['patent', 6], ['consulting', 1], ['intelligence', 1]]
https://www.airhelp.com/en/	[['media', 1], ['analytics', 1]]
https://aluvionlaw.com	[['media', 6], ['analytics', 1], ['litigation', 1]]
http://appealtrack.com/	[['estate', 5], ['software', 5], ['information', 2]]
https://www.facebook.com/Ashemllc	[['media', 3], ['learning', 1], ['marketplace', 1]]
https://ategra.com.au	[['media', 5], ['consulting', 1], ['information', 1]]
http://www.attorneyfee.com	[['information', 2], ['analytics', 1]]
https://www.backstartup.com/	[]
http://www.briefmine.com	[['media', 1], ['security', 1]]
https://www.brightleaf.com/	[]
https://www.captaincontrat.com/	[['analytics', 2], ['freelance', 2], ['media', 1]]
http://getcaptureit.com/	[['media', 1], ['security', 1]]
http://www.beelinereader.com/	[['education', 4], ['media', 1], ['patent', 1]]
http://www.bhavnani.info	[['analytics', 1]]
https://caseflow.co	[['media', 2], ['information', 2], ['software', 1]]
https://casetext.com/	[['analytics', 2], ['media', 1]]
https://www.cellbreaker.com/	[['analytics', 2], ['contracts', 2], ['media', 1]]
https://www.chapter11dockets.com/	[['analytics', 1]]
http://www.clausematch.com/	[['media', 12], ['analytics', 1], ['insurance', 1]]
http://www.clearpathimmigration.com	[['information', 1]]
http://www.closingfolders.com/	[['software', 2], ['learning', 1]]
https://congo.io	[['analytics', 1]]
http://citedapp.com	[]
https://clearviewsocial.com/	[['media', 8], ['analytics', 4]]
http://www.contractual.ly/	[['media', 2], ['analytics', 2], ['software', 1]]
https://cooley.com	[['media', 1], ['analytics', 1]]
https://www.justia.com/	[['patent', 4], ['learning', 1], ['litigation', 1]]
https://www.corporize.com	[['media', 1]]
http://www.cosmolex.com/	[['media', 5], ['software', 2], ['analytics', 1]]
https://www.courtlistener.com/	[]
http://www.edxontario.com/	[['litigation', 2], ['patent', 1]]
http://www.csdisco.com/	[['media', 11], ['security', 3], ['litigation', 2]]
http://www.ghostpractice.ca/	[['software', 4], ['intelligence', 1], ['information', 1]]
http://www.contractlytics.com/	[]
http://counterfeit.technology/AL	[['software', 4], ['analytics', 1], ['marketplace', 1]]
http://crypho.com	[['information', 4], ['security', 3], ['software', 1]]
https://www.instadocket.com	[]
https://www.divorcemate.com/home/	[]
http://www.doagree.com	[['information', 1]]
https://www.docasaurus.com	[['media', 1], ['analytics', 1], ['security', 1]]
https://www.docracy.com/	[['estate', 1], ['analytics', 1], ['freelance', 1]]
http://docucap.com/	[['media', 4], ['information', 1]]
https://droidlaw.com	[['software', 12], ['information', 5], ['learning', 3]]
http://enactllc.wordpress.com/	[['analytics', 2], ['media', 1], ['software', 1]]
https://www.easylawinc.com/	[['security', 2], ['analytics', 1]]
https://www.ebrevia.com	[['media', 3], ['intelligence', 3], ['software', 3]]
