name	date	hq	category	audience	model	description	main_url	twitter_url	angellist_url	crunchbase_url	linkedin_url	facebook_url	tags	status
Immortalize	n/a	Singapore, Central Region, Singapore	E-Discovery	n/a	n/a	Estate Planning Platform	https://www.immortalize.io	n/a	n/a	https://www.crunchbase.com/organization/immortalize	https://www.linkedin.com/company/immortalize-io	n/a	E-Commerce Platforms, FinTech, Legal Tech	active
Aleri	n/a	Toronto, Ontario, Canada	Practice Management	n/a	n/a	Aleri software streamlines the process of creating cross examination questions.	http://www.aleri.com	https://twitter.com/alerisolutions?lang=en	https://angel.co/company/aleri-consulting-group	https://www.crunchbase.com/organization/aleri	https://www.linkedin.com/company/aleri	https://www.facebook.com/public/All-Aleri	Legal Tech, Software	active
Aldabada	n/a	n/a	Document Automation	n/a	n/a	Consumer contract management solutions. Never sign a contract you would regret. We create tech that watches your back.	 https://aldabada.com/	https://twitter.com/aldabada/media	n/a	https://www.crunchbase.com/organization/aldabada	https://www.linkedin.com/company/aldabada-inc/	https://www.facebook.com/aldabada/	Consumer Applications, Information Technology, Internet, Legal Tech, Privacy, Software	active
GDPR Register	n/a	Tallinn, Harjumaa, Estonia	Compliance	n/a	n/a	GDPR compliance productivity tool	 https://www.gdprregister.eu/	https://gdpr.twitter.com/en.html	n/a	https://www.crunchbase.com/organization/gdpr-register	https://www.linkedin.com/company/gdpr-register	https://www.facebook.com/gdprregister/	Legal Tech, Productivity Tools, SaaS	active
Legaline	n/a	Madrid, Madrid, Spain	Document Automation	n/a	n/a	Legaline is an online legal claims company specialized in claims that uses the most advanced technology.	https://legaline.es	https://twitter.com/legaline_	n/a	https://www.crunchbase.com/organization/legaline	https://www.linkedin.com/company/legaline-es/	https://www.facebook.com/Legaline-421016734966793/	Legal, Legal Tech, Online Portals, Professional Services	active
SelfLawyer	n/a	New York, New York, United States	Document Automation	n/a	n/a	Immigration forms preparation software	n/a	https://twitter.com/Self_Lawyer	n/a	n/a	https://www.linkedin.com/company/34626047/	https://www.facebook.com/selflawyer	Legal Tech	active
ligris.	n/a	Newton, Massachusetts, United States	E-Discovery	n/a	n/a	Ligris is a law firm offering legal services in real estate, title resolution, corporate, small business, and leasing.	https://www.ligris.com/	https://twitter.com/kligris	n/a	https://www.crunchbase.com/organization/ligris	https://www.linkedin.com/company/1589686	https://www.facebook.com/ligris	Commercial Real Estate, Legal, Legal Tech, Real Estate, Real Estate Investment	active
Atims	n/a	Los Angeles, California, United States	Practice Management	n/a	n/a	Atims is a law enforcement company located in Los Angeles.	n/a	n/a	n/a	n/a	https://in.linkedin.com/company/atims	https://www.facebook.com/public/Atims-Atims	Law Enforcement, Legal, Legal Tech	active
Africa Legal News	n/a	Harare, NA - Zimbabwe, Zimbabwe	Marketplace	n/a	n/a	Africa Legal News is an online media startup and newsroom that reports on legal updates, analysis and news around Africa	https://africalegalnews.com	n/a	n/a	https://www.crunchbase.com/organization/africa-legal-news	https://www.linkedin.com/company/africa-legal-news/	https://www.facebook.com/africalegalnews/	Blogging Platforms, Broadcasting, Internet Radio, Legal, Legal Tech, News, Video on Demand	active
Liquid Litigation Management	n/a	Austin, Texas, United States	E-Discovery	n/a	n/a	LLM brings you Liquid Lit Manager™, an integrated, web-based e-discovery and case management solution.	https://www.liquidlitigation.com	n/a	n/a	https://www.crunchbase.com/organization/liquid-litigation-management	https://www.linkedin.com/company/liquid-litigation-management/	https://www.facebook.com/pages/Liquid-Litigation-Management-Inc/401567839890927	Advice, Consulting, Information Technology, Legal, Legal Tech	active
AudioLock	n/a	Southampton, Southampton, United Kingdom	Marketplace	n/a	n/a	AudioLock provides music anti-piracy services for rights holders and is trusted worldwide by leading labels, artists and distributors.	 https://audiolock.net/	https://twitter.com/audiolock?lang=en	n/a	https://www.crunchbase.com/organization/audiolock-net	https://www.linkedin.com/company/audiolock/	https://www.facebook.com/audiolock	Internet, Legal Tech, Music	active
LegalMaps	n/a	n/a	Marketplace	n/a	n/a	SaaS	 https://www.legalmaps.ai/	https://twitter.com/legalmaps	n/a	https://www.crunchbase.com/organization/legalmaps	https://LinkedIn.com/company/legalmaps	https://www.facebook.com/legalmaps	Consulting, Information Technology, Internet, Legal, Legal Tech, SaaS, Software	active
Finnovating	n/a	Madrid, Madrid, Spain	Practice Management	n/a	n/a	FinTech Open Innovation Platform that accelerates the collaboration between more than 30.000 FinTech with Corporates & Investors worldwide.	 https://www.finnovating.com/	https://twitter.com/FinnovatingHub	n/a	https://www.crunchbase.com/organization/finnovating	https://www.linkedin.com/company/finnovating/	https://www.facebook.com/FinnovatingHub/	Developer Platform, FinTech, InsurTech, Legal Tech	active
Ocaflow	n/a	n/a	Marketplace	n/a	n/a	We help brazilian companies manage their shareholders contracts, incentive programs, equity plans and cap table information in real time.	 https://www.ocaflow.com/	n/a	n/a	https://www.crunchbase.com/organization/ocaflow	https://www.linkedin.com/company/ocaflow	https://www.facebook.com/ocaflowapp	Accounting, Human Resources, Legal Tech, Software	active
3Lawgy	n/a	Tel Aviv, Tel Aviv, Israel	Practice Management	n/a	n/a	3Lawgy is a sharing economy platform for legal services.	http://3lawgy.com/	n/a	n/a	https://www.crunchbase.com/organization/3lawgy	https://www.linkedin.com/company/3-lawgy/	n/a	FinTech, Legal, Legal Tech	inactive
LegalComet	n/a	Singapore, Central Region, Singapore	Document Automation	n/a	n/a	LegalComet is a specialist Legal Technology advisory firm with a focus on delivering innovation-driven solutions.	https://www.legalcomet.com/	n/a	n/a	https://www.crunchbase.com/organization/legalcomet	n/a	https://www.facebook.com/pages/LegalComet/525747484492903	Consulting, Information Technology, Legal, Legal Tech	active
Novus Law	n/a	Chicago, Illinois, United States	Marketplace	n/a	n/a	Novus Law is a legal services firm that  brings the science that clients and their law firms need to enhance the art of practicing law.	n/a	https://twitter.com/novuslawllc?lang=en	n/a	n/a	https://www.linkedin.com/company/novus-law	https://www.facebook.com/novuslawschool/	Legal, Legal Tech	active
Privatica	n/a	n/a	Practice Management	n/a	n/a	Privatica is a customers data management platform, designed to manage customers, leads and visitors data.	 https://privatica.cc/	https://twitter.com/privatica	n/a	https://www.crunchbase.com/organization/privatica	n/a	https://www.facebook.com/privatica	Compliance, Cyber Security, Data Integration, Data Visualization, Legal Tech, Privacy	active
Lawgarithm	n/a	Paris, Ile-de-France, France	Document Automation	n/a	n/a	Lawgarithm is an innovative company that offers software that uses artificial intelligence to address contracts.	 https://www.lawgarithm.net/	https://twitter.com/lawgarithm	n/a	https://www.crunchbase.com/organization/lawgarithm	https://www.linkedin.com/company/lawgarithm/	https://www.facebook.com/Lawgarithm.net/	Artificial Intelligence, Big Data, Information Technology, Legal Tech, Machine Learning, Software	active
AudioCaseFiles	n/a	Cambridge, Massachusetts, United States	Document Automation	n/a	n/a	AudioCaseFiles and Courtroom View Network offer multimedia content to the legal community.	n/a	https://twitter.com/audiocasefiles?lang=en	https://angel.co/company/audiocasefiles	n/a	https://www.linkedin.com/company/audiocasefiles/	n/a	Ediscovery, Information Technology, Legal, Legal Tech, Software	active
Sahu4You.Com	n/a	Hanumangarh, Rajasthan, India	Practice Management	n/a	n/a	Web Design And Development	https://www.sahu4you.com/	https://twitter.com/Sahu4YouCom/media	n/a	https://www.crunchbase.com/organization/sahu4you-com	https://www.linkedin.com/in/vikas-sahu/	https://www.facebook.com/imsahu4you	Information Technology, Legal Tech, News, Online Portals, Small and Medium Businesses	active
Inheryt	n/a	London, England, United Kingdom	Marketplace	n/a	n/a	Inheryt is an online platform for wealth and end of life management.	https://www.inheryt.com	https://twitter.com/inheryt	n/a	https://www.crunchbase.com/organization/inheryt	https://www.linkedin.com/company/inheryt/about/	https://www.facebook.com/Inheryt/	Information Technology, Legal Tech	inactive
Black Swan Digital Forensics	n/a	Memphis, Tennessee, United States	E-Discovery	n/a	n/a	Digital Forensics	https://www.blackswandf.com	https://twitter.com/blackswandf?lang=en	n/a	https://www.crunchbase.com/organization/black-swan-digital-forensics	https://www.linkedin.com/company/blackswandf/	https://www.facebook.com/blackswandf/	Digital Media, Law Enforcement, Legal Tech	active
BlxLaw	n/a	Dublin, Dublin, Ireland	Marketplace	n/a	n/a	BlxLaw as your virtual regulatory co-pilot, who takes care of meeting your regulatory requirements automatically or near-automatically.	 https://blxlaw.com/	n/a	n/a	https://www.crunchbase.com/organization/blxlaw	https://www.linkedin.com/company/blx-limited/	n/a	Legal Tech	active
