name	date	hq	category	audience	model	description	main_url	twitter_url	angellist_url	crunchbase_url	linkedin_url	facebook_url	tags	status
FlatLaw	2015	Toronto, ON, Canada	Marketplace	Individuals	Legal Service Using Tech	FlatLaw is a directory of lawyers who provide flat-rate legal services.	http://www.flatlaw.ca	https://twitter.com/FlatLawCanada	n/a	https://www.crunchbase.com/organization/flatlaw	n/a	https://www.facebook.com/FlatLaws/?ref=page_internal	find-a-lawyer, flat fee, directory	active
Foresight Legal	2013	Long Beach, CA, USA	E-Discovery	n/a	n/a	No description yet	http://foresightlegal.com/	https://twitter.com/foresightlegal?lang=en	n/a	https://www.crunchbase.com/organization/foresight-legal-group-p-c	https://www.linkedin.com/company/foresight-law-policy	https://www.facebook.com/ForesightLegal/	n/a	active
Foundee	2013	Swansea	Marketplace	n/a	n/a	Foundee is an online market place for new ideas, startups and existing businesses.	https://foundee.com	n/a	n/a	https://www.crunchbase.com/organization/foundee	https://www.linkedin.com/company/foundee	https://www.facebook.com/Foundee	n/a	active
FreelanceLaw	2009	San Diego, CA, USA	Marketplace	Service Providers	Legal Service Using Tech	Connecting law firms to legal professionals	n/a	https://twitter.com/freelancelaw	n/a	n/a	https://www.linkedin.com/company/freelancelaw-inc./	https://www.facebook.com/FreelanceLawcom-181846861356/	recruiting	active
Get Lawyer App	2014	New York, NY, USA	Marketplace	n/a	n/a	GetLawyer App's vision is to enable people to fulfill their legal rights in a smart, simple and fair way by using technology and crowd wisdom.	n/a	n/a	https://angel.co/company/get-lawyer-app	n/a	n/a	https://www.facebook.com/TheLawyerApp	n/a	inactive
FindMySong	2013	Los Angeles, CA, USA	Document Automation	n/a	n/a	FindMySong is an online music collaborative platform for musicians to network, create projects and manage their copyright all in one place.	n/a	https://twitter.com/findmysong?lang=en	https://angel.co/company/findmysong	n/a	https://www.linkedin.com/company-beta/3023760/	http://www.facebook.com/FindMySong	n/a	inactive
Forced Labour Abolition Group (FLAG)	2015	New Delhi, India	Marketplace	n/a	n/a	FLAG is the only existing program to use law and technology to strengthen, link and magnify the impact of projects to end forced labor.	http://flag-justice.org	n/a	n/a	n/a	n/a	n/a	n/a	active
GPSOX	2015	Saint Louis	E-Discovery	n/a	n/a	GPSOX lets the 560,500 solo and small firm attorneys seek and advice from other attorneys in a safe, attorney-only environment.	n/a	n/a	n/a	n/a	n/a	https://www.facebook.com/gpsox?_rdr	n/a	inactive
Gracular	2015	Columbia, MD, USA	Analytics	n/a	n/a	Gracular Patent Analytics is a SaaS web-based solution that provides real-time patent analysis and data visualization to identify promising published patent applications and issued patents, and novel inventions.	https://gracular.com	https://twitter.com/granularag?lang=en	https://angel.co/company/granular-2	https://www.crunchbase.com/organization/granular	https://www.linkedin.com/company/gracular-inc-/	http://www.facebook.com/gracular	n/a	active
HaystackHQ	2011	Brisbane, Australia	Analytics	n/a	n/a	HaystackHQ is a browser-based visual analytics service for legal eDiscovery targeting regulatory agencies, tier-1 law firms & the Fortune 5000 companies they serve.	 http://haystackhq.com/	n/a	https://angel.co/company/haystackhq	https://www.crunchbase.com/organization/haystackhq	https://www.linkedin.com/company/haystackhq	https://www.facebook.com/haystackdev	n/a	inactive
Hire an Esquire	2011	Philadelphia, PA, USA	Marketplace	Service Providers	Legal Service Using Tech	Legal Staffing Redefined Online	n/a	https://twitter.com/HireAnEsquire	https://angel.co/hire-an-esquire-1	n/a	https://www.linkedin.com/company/hire-an-esquire	https://www.facebook.com/HireAnEsquire/	web, recruiting	active
Hoip	2013	Belgrade, Serbia	Marketplace	n/a	n/a	It's the easiest way to get advice from verified professionals. From your mobile phone.	https://hoip.me	n/a	n/a	https://www.crunchbase.com/organization/hoip	https://www.linkedin.com/company/hoip	https://www.facebook.com/public/Hoip-Hoip	n/a	inactive
HotDocs	1900	Lindon, UT, USA	Document Automation	n/a	n/a	No description yet	n/a	https://twitter.com/hotdocs	n/a	n/a	https://www.linkedin.com/company/hotdocs-corporation	https://www.facebook.com/hotdocs/	n/a	active
HoudiniEsq	2009	Raleigh, NC, USA	Practice Management	Service Providers	Legal Service Using Tech	Cloud based Legal Practice Management SaaS	n/a	https://twitter.com/HoudiniESQ	https://angel.co/houdiniesq-logicbit-software	n/a	https://www.linkedin.com/company/logicbit-corporation	https://www.facebook.com/houdiniesq	cloud, practice management	active
Hubbard One	2014	Chicago, IL, USA	Legal Research	n/a	n/a	No description yet	n/a	n/a	n/a	n/a	https://www.linkedin.com/company/hubbard-one	n/a	n/a	acquired
Esq.me	2013	New York, NY, USA	Marketplace	Service Providers	Legal Service Using Tech	The First Exclusive Market Place for Lawyers	n/a	@esqmelaw	https://angel.co/esq-me-2	n/a	https://www.linkedin.com/company/esq-me/about	https://www.facebook.com/esq.me	web, find-a-lawyer, referral, network	active
iNation	2015	Pompano Beach	Document Automation	n/a	n/a	iNation is the world's first secure, distributed, cryptographically verifiable store of legal documents. The customer is in the real world; from the education, probate / wills, to the title industry (and more) with our easy to use premium SaaS platform.	n/a	https://twitter.com/inationproject?lang=en	n/a	n/a	https://www.linkedin.com/company/ination	https://www.facebook.com/inationwide/	n/a	acquired
Justice Bid	2012	Chicago, IL, USA	Marketplace	n/a	n/a	Strategic Sourcing: Advancing Legal Procurement. That's who we are, what we are about, and what we do.	n/a	n/a	https://angel.co/company/justice-bid	n/a	https://www.linkedin.com/company/justicebid-llc	https://www.facebook.com/JusticeBid/	n/a	active
InCloudCounsel	2013	San Francisco, CA, USA	Document Automation	n/a	n/a	InCloudCounsel manages and processes high volume legal documents. With our network of expert, virtual attorneys and our cloud-based document management software, our service allows our clients to reduce legal costs, increase quality and consistency, and enhance document and legal data management.	n/a	https://twitter.com/incloudcounsel?lang=en	https://angel.co/company/incloudcounsel	n/a	https://www.linkedin.com/company/incloudcounsel	https://www.facebook.com/incloudcounsel	n/a	active
Indexed IO	2011	Denver, CO, USA	Practice Management	n/a	n/a	Indexed IO is a cloud-based electronic evidence discovery (EED) solution that puts the power of cloud computing into the hands of attorneys, law firms, and corporate legal teams.	https://indexed.io	https://twitter.com/indexedio?lang=en	https://angel.co/company/index-io-1	https://www.crunchbase.com/organization/indexed-i-o	https://www.linkedin.com/company/indexed-i-o	https://www.facebook.com/indexedio/	n/a	active
Infotems	2015	Toronto, ON, Canada	Practice Management	Companies	Legal Tech	Software for immigration law practices	http://www.infotems.com/	https://twitter.com/infotems	https://angel.co/infotems	https://www.crunchbase.com/organization/infotems	https://www.linkedin.com/company/infotems	https://www.facebook.com/InfotemsInc	immigration, saas, practice management	active
Inkdit	2012	Edmonton	Document Automation	n/a	n/a	Inkdit takes the mundane contracts ...the ones wasting your time and paper every day and optimizes them for web and mobile.	https://inkdit.com	https://twitter.com/inkdit?lang=en	n/a	https://www.crunchbase.com/organization/inkdit	http://www.linkedin.com/company/inkdit	http://www.facebook.com/inkdit	n/a	inactive
InLaw.Me	2011	Cleveland, OH, USA	Marketplace	Service Providers	Legal Service Using Tech	Your marketplace for jobs in law.Ìø_	n/a	https://twitter.com/inlawdotme	https://angel.co/inlaw-me	n/a	https://www.linkedin.com/company/inlaw	https://www.facebook.com/inlaw.me/	web, recruiting, legal marketplace	inactive
Inolyst	2014	Bangalore, India	Marketplace	n/a	n/a	Inolyst is an one stop platform for startups, entrepreneurs for getting their IPR and legal needs done in a simple, acessible and affordable manner.	https://inolyst.com	https://twitter.com/inolyst?lang=en	n/a	https://www.crunchbase.com/organization/inolyst-2	http://in.linkedin.com/company/inolyst	http://www.facebook.com/Inolyst	n/a	active
Intelligize	1900	New York, NY, USA	Legal Research	n/a	n/a	No description yet	http://www.intelligize.com/	https://twitter.com/Intelligize	n/a	https://www.crunchbase.com/organization/intelligize	https://www.linkedin.com/company/intelligize-inc-	https://www.facebook.com/intelligize/	n/a	active
IP Shark	2014	Los Angeles, CA, USA	Legal Research	n/a	n/a	This is why we've streamlined an affordable process and built proprietary technology to effectively enforce your trademarks, patents, and copyrights.	n/a	https://twitter.com/ipshark	https://angel.co/company/ip-shark	n/a	https://www.linkedin.com/company/ip-shark	https://www.facebook.com/ipshark	n/a	active
iPleaders	2013	New Delhi, India	Legal Education	n/a	n/a	iPleaders builds mass legal literacy programs targeted to solve real life problems. We help Indian universities to build world class, profitable and highly accessible online and mobile learning courses around law, and then sell these courses to learners across the world.	 https://ipleaders.in	n/a	https://angel.co/company/ipleaders	https://www.crunchbase.com/organization/ipleaders	https://mt.linkedin.com/company/ipleaders-in	https://www.facebook.com/iPleaders/	n/a	inactive
ipnexus	2014	Palo Alto, CA, USA	Marketplace	n/a	n/a	ipnexus ( ipnexus.com ) is a global one-stop shop for innovation and intellectual property matching startups, inventors, SMEs, universities and innovators with lawyers, patent attorneys, investment experts and other professionals worldwide, who can help them build their ventures and protect and monetize their intellectual property	https://ipnexus.com	https://twitter.com/ipnexus	https://angel.co/company/ipnexus	https://www.crunchbase.com/organization/ip-nexus	http://www.linkedin.com/company/ipnexus	http://www.facebook.com/ipnexus	n/a	active
Ipselex	2013	Hong Kong	Legal Research	n/a	n/a	We're currently readying the launch of our SaaS platform Ipselex. Based on algorithms developed over the last 4 years involving natural language processing and true 'deep learning', Ipselex automates patent search, infringement and validity analysis, analytics and benchmarking, and application preparation.	https://ipselex.com	https://twitter.com/ipselex?lang=en	https://angel.co/company/ipselex	https://www.crunchbase.com/organization/ipselex	n/a	n/a	n/a	inactive
Law Mixer	2015	Lexington-fayette	Marketplace	n/a	n/a	Law Mixer is a website that efficiently links people, attorneys, and the law.	https://lawmixer.com	https://twitter.com/lawmixer	https://angel.co/company/law-mixer	https://www.crunchbase.com/organization/law-mixer	https://www.linkedin.com/company/8037932	n/a	n/a	inactive
Law Scout	2015	Toronto, ON, Canada	Marketplace	Companies	Legal Tech	Hiring fixed-fee lawyers who work online	https://lawscout.com/	https://twitter.com/mylawscout	https://angel.co/law-scout	https://www.crunchbase.com/organization/law-scout#/entity	https://www.linkedin.com/company/law-scout-inc-	https://www.facebook.com/lawscout	legalx, mars, marketplace, small business, sme, fixed fees	active
LawAnswers	2014	Melbourne, Australia	Marketplace	n/a	n/a	Australia's #1 Free Legal Aid and Legal Questions Forum	http://www.lawanswers.com.au/	https://twitter.com/4legalanswers	n/a	https://www.crunchbase.com/organization/lawanswers-com-au	n/a	https://www.facebook.com/4lawanswers/	n/a	active
Horizon	2014	Bangkok, Thailand	Document Automation	n/a	n/a	Blockchain-based investment.	http://Horizon.VC	https://twitter.com/horizonnews?lang=en	https://angel.co/company/horizon-2	https://www.crunchbase.com/organization/horizon-2	http://www.linkedin.com/company/5319197	http://www.facebook.com/HorizonCamera	n/a	inactive
ImpactGRC	2014	Minneapolis	Practice Management	n/a	n/a	IMPACT GRC brings together all the core business communication tools – email, phone, video conferencing, CRM – into ONE single interface and management system. 	http://www.impactgrc.com	https://twitter.com/impactgrc?lang=en	n/a	https://www.crunchbase.com/organization/impact-grc	n/a	n/a	n/a	inactive
ipInstruments	2014	Tallinn	Document Automation	n/a	n/a	Intellectual property audit, management and valuation tool for technology startups and SMEs.	http://ipinstruments.com/	n/a	https://angel.co/company/ipinstruments	https://www.crunchbase.com/organization/ipinstruments	n/a	n/a	n/a	inactive
IVIZE Services Inc	1996	No location yet	Practice Management	n/a	n/a	Modus, LLC, formerly known as IVIZE Services, Inc., is a United States-based company, which provides eDiscovery services. The Company offers fixed fee managed services that restore visibility and control over outsourced legal spend, and eliminate uncertainty from the discovery process. Its eDiscovery consulting services include process/workflow strategy, collection assessment, collection plan, case setup advice and user training and advice. The Company supports native file processing, full tiff processing and email processing. Its collection services include evidence identification, data harvesting and forensic collection, forensic imaging, live and targeted data acquisitions, preservation and analysis. The company provides technology services to corporate law departments and law firms.	n/a	n/a	n/a	https://www.crunchbase.com/organization/ivize-services-inc	n/a	https://www.facebook.com/pages/IVIZE-Services-Inc/735752633209961	n/a	inactive
JammedUp	2012	New York, NY, USA	Marketplace	Individuals	Legal Service Using Tech	When Trouble Finds You, You Find Us	n/a	https://twitter.com/jammedupusa	https://angel.co/jammedup	n/a	https://www.linkedin.com/company/jammedup	https://www.facebook.com/jammedup	web, find-a-lawyer	inactive
Juridicus	2012	Sofia, Bulgaria	Legal Research	n/a	n/a	It is a web-portal containing legal information about Bulgaria, Serbia, Bosnia and Herzegovina, Montenegro and Macedonia.	https://juridicus.fi	n/a	https://angel.co/company/juridicus-1	https://www.crunchbase.com/organization/juridicus	https://www.linkedin.com/company/juridicus-spa	https://www.facebook.com/pages/category/Interest/Juridicus-1488136091495356/	n/a	active
Jurify	2011	Dallas, TX, USA	Legal Research	Service Providers	Legal Service Using Tech	No lawyer is smarter than all lawyers	 http://www.jurify.com	https://twitter.com/jurify	https://angel.co/jurify	https://www.crunchbase.com/organization/jurify	https://www.linkedin.com/company/jurify	n/a	research, crowd-sourcing	active
Juristat	2012	St. Louis, MO, USA	Analytics	Service Providers	Legal Tech	We Help Lawyers Predict the Future	n/a	https://twitter.com/juristat	https://angel.co/juristat	n/a	https://www.linkedin.com/company/juristat	http://www.facebook.com/Juristat	analytics, data mining	active
Judicata	2012	San Francisco, CA, USA	Legal Research	Service Providers	Legal Service Using Tech	Mapping the legal genome to help you better understand the law.	n/a	https://twitter.com/placejudicata?lang=en	https://angel.co/judicata	n/a	https://www.linkedin.com/company/judicata	https://www.facebook.com/PlaceJudicata/	research, big data	active
Jurispect	2014	San Francisco, CA, USA	Analytics	Companies	Legal Tech	Legal intelligence and collaboration for companies.	n/a	https://twitter.com/jurispect	https://angel.co/jurispect	n/a	https://www.linkedin.com/company/3733795	https://www.facebook.com/jurispectAI/	collaboration, analytics, data mining	inactive
Jurisweb Interactiva SL	1900	No location yet	Marketplace	n/a	n/a	Jurisweb Interactiva SL is is a Spain-based company that provides personal legal services. The Company offers legal services via its Website derecho.com. Among the Company's services are civil lawyer consultancy, divorce lawyer consultancy, immigration and nationality lawyer consultancy, mortgage lawyer consultancy and notaries, labor lawyer consultancy, commercial lawyer consultancy, and criminal layer consultancy. The Company provides legal and consultancy services for individual clients as well as for enterprises.	n/a	n/a	n/a	https://www.crunchbase.com/organization/jurisweb-interactiva-sl	n/a	https://www.facebook.com/pages/Derechocom-Jurisweb-Interactiva-SL/308510092622572	n/a	active
JusticeBox	2011	New York, NY, USA	Online Dispute Resolution	Individuals	Legal Service Using Tech	Justice Box offers a platform that offers online dispute resolution services.	http://www.justicebox.net/	https://twitter.com/justicebox	https://angel.co/justicebox-net	http://www.crunchbase.com/organization/justicebox	http://www.linkedin.com/company/legal-faceoff-inc	https://www.facebook.com/pages/Justiceboxnet/220292828152914	odr	active
JustiServ	2014	Boston, MA, USA	Marketplace	Individuals	Legal Service Using Tech	Find a quality, affordable lawyer	n/a	https://twitter.com/justiserv?lang=en	https://angel.co/justiserv	n/a	https://www.linkedin.com/company/justiserv	https://www.facebook.com/justiserv	web, find-a-lawyer	inactive
Kabuk Law	2015	Toronto, ON, Canada	Marketplace	Individuals	Legal Tech	Lawyer discovery and appointment scheduling	https://www.kabuklaw.com	https://twitter.com/KabukLaw	https://angel.co/kabuk-1	https://www.crunchbase.com/organization/kabuk-for-law#/entity	https://www.linkedin.com/company/kabuk	https://www.facebook.com/kabukit	liz, marketplace, paralegal marketplace, scheduling	inactive
Kinso	2015	Toronto, ON, Canada	Practice Management	Companies	Legal Tech	Family law matter management	http://www.kinso.ca/	n/a	n/a	https://www.crunchbase.com/organization/kinso	https://www.linkedin.com/in/karimawad	https://www.facebook.com/kmawad	liz, practice management, family law	active
Korbitec	2015	Toronto, ON, Canada	Document Automation	Companies	Legal Tech	Automating court forms for civil litigation	http://www.korbitec.ca/	https://twitter.com/KorbitecACL	https://angel.co/company/korbitec	https://www.crunchbase.com/organization/korbitec-d3ec	https://www.linkedin.com/company/korbitec	https://www.facebook.com/KorbitecACL/	document automation, civil litigation, practice management, case management	active
Last5	2012	San Francisco, CA, USA	Practice Management	n/a	n/a	Last5 is the Minimum Effective Dose of time tracking, which works by "checking in" on tasks and reporting about what you're doing periodically. Works on Mac, Windows, iPhone.	n/a	https://twitter.com/last5yearsmovie?lang=en	n/a	n/a	n/a	https://www.facebook.com/Last5-117145611986994/	n/a	inactive
Lateral.ly	2014	San Francisco, CA, USA	Marketplace	Service Providers	Legal Service Using Tech	Where firms hire associates	n/a	https://twitter.com/laterallyapp?lang=en	https://angel.co/laterally	n/a	https://www.linkedin.com/company/laterally	https://www.facebook.com/LaterallyApp/photos/its-a-bright-friday-at-the-laterally-office-tgif-startuplife/688732871243884/	recruiting	active
Karnov Group Denmark A/S	1986	Copenhagen, Hovedstaden, Denmark	Legal Research	n/a	n/a	Karnov Group is a Denmark-based provider of online legal professional information.	 https://www.karnovgroup.com/en/	https://twitter.com/nyakarnov?lang=en	n/a	https://www.crunchbase.com/organization/karnov-group	https://www.linkedin.com/company/2640913	https://www.facebook.com/karnovgroup.dk/	Information Services, Legal, Legal Tech	active
Lar21	2014	Sao Paulo, Brazil	Document Automation	n/a	n/a	The Lar21 provides a system for managing labor requirements of domestic workers. Using the employer home phone, we log the working hours of domestic workers.	http://lar21.com	https://twitter.com/lar21app	https://angel.co/company/lar21/jobs	https://www.crunchbase.com/organization/lar21	https://www.linkedin.com/company/9419834?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A9419834%2Cidx%3A1-1-1%2CtarId%3A1441865133525%2Ctas%3ALar21%20	https://www.facebook.com/Lar21App	n/a	active
LegalClick	2014	Miami Beach, FL, USA	Marketplace	n/a	n/a	Marketplace	n/a	https://twitter.com/legalclick?lang=en	https://angel.co/company/legalclick	n/a	https://www.linkedin.com/company/legalclick/about/	https://www.facebook.com/LegalClickApp	n/a	active
LegalYou	2015	Palm Beach, Florida, United States	Marketplace	n/a	n/a	LegalYou is an online resource where all you need for your case is in one place.	 https://legalyou.com/	https://twitter.com/thereallegalyou?lang=en	n/a	https://www.crunchbase.com/organization/legalyou	https://ve.linkedin.com/company/legalyou?trk=similar-companies_org_image	https://www.facebook.com/LegalYou/	Internet, Legal, Legal Tech	active
Lawcus	2014	San Diego, CA, USA	Practice Management	Service Providers	Legal Tech	Practice law without email.	n/a	https://twitter.com/LawcusHQ	https://angel.co/company/lawcus	n/a	https://www.linkedin.com/company/lawcus	https://www.facebook.com/lawcus	practice management	active
LawDeal	2014	Los Angeles, CA, USA	Document Automation	Companies	Legal Service Using Tech	FREE DIY Legal Documents.	https://lawdeal.com/	https://twitter.com/lawdeal	https://angel.co/lawdeal	http://www.crunchbase.com/organization/lawdeal	n/a	http://www.facebook.com/lawdeal	documents, free, diy	active
LawDeeDa	2011	Dallas, TX, USA	Marketplace	Individuals	Legal Service Using Tech	LawDeeDa introduces you to authentic attorneys	n/a	https://twitter.com/LawDeeDa	n/a	n/a	https://www.linkedin.com/company/lawdeeda	https://www.facebook.com/LawDeeDa/	find-a-lawyer	active
Lawdingo	2012	New York, NY, USA	Marketplace	Individuals	Legal Service Using Tech	Lawdingo helps people connect with attorneys for legal consultations over the internet.	n/a	https://twitter.com/thelawdingo	https://angel.co/lawdingo	n/a	https://www.linkedin.com/company/lawdingo-com	https://www.facebook.com/TheLawdingo/	web, find-a-lawyer	active
LAWfone on Demand	2014	West Palm Beach	Marketplace	n/a	n/a	With the LAWfone app, you can have a Video consultation with an experienced attorney in your state immediately at the push of a button.	n/a	https://twitter.com/lawfone	https://angel.co/company/demand_inc/jobs	n/a	https://www.linkedin.com/company/lawfone-on-demand	https://www.facebook.com/lawfone/	n/a	inactive
Lawful.ly	2013	Austin, Texas, United States	Legal Research	Service Providers	Legal Service Using Tech	Lawful.ly educates through the use of crowdsourced and reviewed annotations, video vignettes, and other scholarly and non-scholarly content.	n/a	https://twitter.com/lawful_ly	https://angel.co/company/lawful-ly	n/a	https://www.linkedin.com/company/lawful-ly	http://www.facebook.com/pages/Lawfully/593180480707639	Crowdsourcing, Information Services, Legal, Legal Tech	inactive
Lawger	2014	Eugene, Oregon, United States	Marketplace	n/a	n/a	Lawger's technology connects people more efficiently than ever before, so legal help is quick and affordable.	n/a	n/a	https://angel.co/lawger	n/a	http://www.linkedin.com/company/lawger	http://www.facebook.com/LawgerOfficial	Lead Generation, Legal, Legal Tech, Software	active
LawGives	2011	San Francisco, California, United States	Marketplace	Individuals	Legal Service Using Tech	LawGives connects clients with lawyers based on their preferences and needs, and offers them with free information and free consultations.	 https://www.lawgives.com/	https://twitter.com/lawgives?lang=en	https://angel.co/lawgives	https://www.crunchbase.com/organization/lawgives	https://www.linkedin.com/company/lawgives	http://www.facebook.com/lawgives	Legal, Legal Tech, Marketplace, Social Impact	active
LawGo Inc.	2014	New York, NY, USA	Marketplace	n/a	n/a	Marketplace	https://www.lawgo.co	https://twitter.com/lawgo_?lang=en	https://angel.co/company/lawgo-1	https://www.crunchbase.com/organization/lawgo	n/a	https://www.facebook.com/lawgo.co	n/a	active
LawKick	2012	Los Angeles, CA, USA	Marketplace	Individuals	Legal Service Using Tech	The easiest way to find a lawyer.	n/a	https://twitter.com/LawKick	https://angel.co/lawkick	n/a	http://www.linkedin.com/company/lawkick	http://www.facebook.com/LawKick	find-a-lawyer	acquired
LawMeets	2011	Glenside, PA	Legal Education	Service Providers	Legal Service Using Tech	Practical Learning for Aspiring and Practicing Lawyers	n/a	https://twitter.com/LawMeets	n/a	n/a	https://www.linkedin.com/company/law-meets-sports	https://www.facebook.com/LawMeets	legal education, continuing legal educaation	active
Lawnearme.com	2013	New York, NY, USA	Marketplace	Individuals	Legal Service Using Tech	LawNearMe.com is the first website to allow consumers to search local lawyers and book a consultation instantly	http://www.lawnearme.com/	https://twitter.com/LawNearMe	https://angel.co/company/lawnearme-com	http://www.crunchbase.com/organization/lawnearme-com	https://www.linkedin.com/company/lawnearme-com	https://www.facebook.com/Lawnearme/	web, find-a-lawyer, local, appointment booking	active
Lawpolis	2013	Washington, DC, USA	Marketplace	Service Providers	Legal Service Using Tech	Collaborative community for lawyers	n/a	https://twitter.com/Lawpolis	https://angel.co/lawpolis-inc	n/a	https://www.linkedin.com/company/lawpolis	https://www.facebook.com/Lawpolis/	web, find-a-lawyer, social network	inactive
LawStud.io LLC	2014	Chicago, IL, USA	Marketplace	Individuals	Legal Service Using Tech	Reinventing our legal system, one bid at a time.	n/a	https://twitter.com/lawstud_io	https://angel.co/lawstud-io-llc	n/a	n/a	n/a	web, find-a-lawyer	active
LawTake	2013	United States	Marketplace	n/a	n/a	LawTake is a marketplace for lawyers to post information that consumers can purchase, namely, entertaining and informative videos on the law.	https://LawTake.com	https://twitter.com/lawtake?lang=en	https://angel.co/company/lawtake	https://www.crunchbase.com/organization/lawtake	https://www.linkedin.com/company/lawtake	https://www.facebook.com/468425716607106	n/a	active
LawTrades	2013	New York, New York, United States	Marketplace	Individuals	Legal Service Using Tech	LawTrades is an online message-based platform that allows anyone to seamlessly find, hire, and work with lawyers.	n/a	https://twitter.com/lawtrades?lang=en	https://angel.co/company/lawtrades	n/a	http://www.linkedin.com/company/lawtrades-com	http://www.facebook.com/lawtrades	Information Technology, Intellectual Property, Legal, Legal Tech, Marketplace, Software, Web Apps	active
LawVisors	2013	New York, New York, United States	Marketplace	Individuals	Legal Service Using Tech	LawVisors is a legal ecosystem that helps companies grow and elevates the legal profession.	http://lawvisors.com	https://twitter.com/lawvisors	https://angel.co/lawvisors-2	https://www.crunchbase.com/organization/lawvisors	n/a	https://www.facebook.com/lawvisors	Legal, Legal Tech	active
LAWYA	2013	Tel Aviv, Israel	Marketplace	n/a	n/a	Lawya is, for now, just an android-mobile app makes the law accessible and friendly. For free. At the click of a button. No big deal.	 https://Lawya.com	n/a	https://angel.co/company/lawya	https://www.crunchbase.com/organization/lawya	https://www.linkedin.com/company/lawya	n/a	n/a	active
Lawyerfy	2012	New Orleans, LA, USA	Practice Management	n/a	n/a	We are putting our CS & JD degrees to work. The legal world won't know what hit it.	n/a	https://twitter.com/lawyerfy?lang=en	n/a	n/a	n/a	https://www.facebook.com/lawyerfy	n/a	inactive
LawyerLinx	2015	Toronto, ON, Canada	Marketplace	Companies	Legal Tech	Sourcing and receiving quotes for lawyers	https://www.lawyerlinx.com/	https://twitter.com/LawyerLinx	https://angel.co/lawyerlinx	https://www.crunchbase.com/organization/lawyerlinx	https://www.linkedin.com/company/lawyer-linx	https://www.facebook.com/LawyerLinx	liz, lawyer matching, marketplace, referral	active
LawyerMatch	2013	Chicago, IL, USA	Marketplace	Individuals	Legal Service Using Tech	Finding a lawyer should be easy.	https://lawyermatch.me	https://twitter.com/Lawyer_Match	https://angel.co/lawyermatch	http://www.crunchbase.com/organization/lawyermatch	https://www.linkedin.com/company/lawyermatch/	https://www.facebook.com/LawyerMatch/about/	web, find-a-lawyer	active
LawyerUp	1900	Easton, CT, USA	Marketplace	n/a	n/a	No description yet	https://www.lawyerup.com	https://twitter.com/reallawyerup?lang=en	n/a	https://www.crunchbase.com/organization/my-lawyerup	https://www.linkedin.com/company/lawyerupinternship	https://www.facebook.com/pages/category/Lawyer---Law-Firm/LawyerUp-1734701203461507/	n/a	active
LawZam	2012	Hermosa Beach, California, United States	Marketplace	Individuals	Legal Service Using Tech	LawZam is a nationwide network of attorneys providing online legal consultations	n/a	https://twitter.com/lawzam?lang=en	https://angel.co/company/lawzam/jobs/563152-full-stack-developer	n/a	https://www.linkedin.com/company/lawzam-llc	https://www.facebook.com/LawZam	Internet, Legal, Legal Tech, Service Industry	active
Legal Chrome	2014	Chicago, IL, USA	Analytics	n/a	n/a	Legal Chrome provides big data analytics for legal professionals to speed up legal their case research with highly accurate and relevant cases.	n/a	n/a	https://angel.co/company/legal-chrome	n/a	n/a	n/a	n/a	inactive
Legal Flow	2014	Lisbon, Spain	Practice Management	n/a	n/a	Legal FlowÛªs mission is to build the most visual & easy-to-use Legal Project Management SaaS for the next generation of lawyers.	https://legalflow.pro	https://twitter.com/legalflow?lang=en	https://angel.co/company/legal-flow?inFrame=1	https://www.crunchbase.com/organization/legal-flow	https://www.linkedin.com/company/legal-flow	https://www.facebook.com/legalflow	n/a	active
Legal Hero	2014	New York, NY, USA	Marketplace	n/a	n/a	Pre-vetted lawyers, enabled by efficiency-driving technology, all at fixed prices posted online for the world to see.	https://legalhero.com	https://twitter.com/legalheroinc?lang=en	https://angel.co/company/legal-hero/funding	https://www.crunchbase.com/organization/legal-hero	http://www.linkedin.com/company/3477895	http://www.facebook.com/pages/Legal-Hero/238397639643613	n/a	active
Legal Line	2015	Toronto, ON, Canada	Marketplace	Individuals	Legal Tech	Legal information in Q&A format	http://www.legalline.ca/	https://twitter.com/legalline_ca	n/a	https://www.crunchbase.com/organization/legal-line	https://www.linkedin.com/company/legal-line	https://www.facebook.com/Legal-Line-492507740793708/	education, a2j, access to justice, q&a, help line	active
Lawditor.com	2014	Birmingham, AL	E-Discovery	n/a	n/a	Defending a lawsuit or agency audit is difficult and expensive. Finding compliance problems with Lawditor is easy and can save thousands.	n/a	https://twitter.com/lawditor	n/a	n/a	n/a	https://www.facebook.com/lawditor	n/a	inactive
Legal Simplicity	2013	New York, NY, USA	Document Automation	Service Providers	Legal Service Using Tech	M&A Settlement Software for Attorneys	n/a	https://twitter.com/LegalSimplicity	n/a	n/a	http://www.linkedin.com/company/legal-simplicity	https://www.facebook.com/SimplicityLegal/	margers & acquisitions	inactive
LegalCafe	2015	Toronto, ON, Canada	Marketplace	Companies	Legal Tech	Online community for new lawyers	 http://www.legalcafe.ca/	https://twitter.com/LegalCafeCA	n/a	https://www.crunchbase.com/organization/legalcafe	https://www.linkedin.com/company/the-legal-cafe	n/a	liz	active
